ID,day,panelistCount,flavorScore,attribute
4183,D14,6,7.6,Rancid
4183,DI,6,9.2,No Criticism
4184,D14,6,4.5,Fruity Fermented
4184,DI,6,8.4,Milk Carton
4187,D10,5,9.1,No Criticism
4187,D14,6,7.5,Rancid
4187,D17,5,9.1,No Criticism
4187,D21,5,8,Not clearly defined
4187,DI,5,9.6,No Criticism
4188,D10,5,9.4,No Criticism
4188,D14,6,9.4,No Criticism
4188,D17,5,8.5,Not clearly defined
4188,D21,6,8.6,Not clearly defined
4188,DI,5,9.3,No Criticism
4189,D10,5,9.2,No Criticism
4189,D14,6,8.2,Lacks Freshness
4189,D17,5,6.8,Lacks Freshness
4189,D21,6,7.8,Not clearly defined
4189,DI,5,9.4,No Criticism
4190,D10,5,9.6,No Criticism
4190,D14,6,9.4,No Criticism
4190,D17,5,7.5,Not clearly defined
4190,D21,6,8.2,Lacks Freshness
4190,DI,5,9.7,No Criticism
4194,D10,5,8.2,Cooked
4194,D14,6,8.5,Cooked
4194,D17,5,7.2,Cooked
4194,D21,5,8.2,Cooked
4194,DI,6,9.4,Cooked
4196,D10,6,9.3,No Criticism
4196,D14,6,8.8,Lacks Freshness
4196,DI,5,9.6,No Criticism
4197,D10,5,9.5,Cooked
4197,D14,6,0,Coagulated
4197,DI,5,9.5,No Criticism
4198,D10,6,9.2,No Criticism
4198,D14,6,9.4,No Criticism
4198,DI,5,9.2,Flat
4199,D10,6,9.4,No Criticism
4199,D14,6,1.7,"Bitter, Coagulated, Rancid"
4199,DI,5,9.6,No Criticism
4200,D14,6,8.1,Not clearly defined
4202,D14,6,0.7,Coagulated
4202,DI,6,9.6,No Criticism
4203,D14,6,8.3,Not clearly defined
4203,DI,6,8.5,Milk Carton
4206,D10,6,9.4,Cooked
4206,D14,6,4.7,Fruity Fermented
4206,DI,5,8.8,Cooked
4209,D10,6,9.2,No Criticism
4209,D14,5,7.4,Not clearly defined
4209,D17,6,2,Unclean
4209,DI,6,9.2,No Criticism
4210,D10,6,7.6,Malty
4210,D14,5,1.4,"Coagulated, Rancid"
4210,DI,6,9.3,No Criticism
4211,D10,6,7.8,Lacks Freshness
4211,D14,5,9,Lacks Freshness
4211,D17,6,5.6,"Milk Carton, Other: Chlorine odor"
4211,DI,6,9.3,No Criticism
4212,D10,6,7.9,Not clearly defined
4212,D14,5,1.4,"Coagulated, Rancid"
4212,DI,6,9.3,No Criticism
4216,D10,6,9.4,No Criticism
4216,D14,5,7.3,Not clearly defined
4216,D17,6,7.4,Lacks Freshness
4216,D21,6,4.6,"High Acid, Rancid"
4216,DI,6,8.8,Not clearly defined
4217,D10,6,7.9,Flat
4217,D14,5,7.5,Lacks Freshness
4217,D17,6,8.9,Not clearly defined
4217,D21,6,9.4,No Criticism
4217,DI,6,9.2,No Criticism
4218,D10,6,7.5,Lacks Freshness
4218,D14,5,8.8,Lacks Freshness
4218,D17,6,7.7,Lacks Freshness
4218,D21,6,8.1,Lacks Freshness
4218,DI,6,9.3,No Criticism
4219,D10,6,8.2,Not clearly defined
4219,D14,5,3.4,"Coagulated, Lacks Freshness"
4219,DI,6,8.6,Not clearly defined
4220,D14,5,9.3,No Criticism
4220,DI,6,8.8,Not clearly defined
4221,D14,5,6.9,Not clearly defined
4221,DI,6,9.3,Milk Carton
4224,D14,5,5.2,"Coagulated, Milk Carton"
4224,DI,6,8.9,Milk Carton
4227,D10,6,9.1,No Criticism
4227,D14,5,7,Lacks Freshness
4227,D17,6,8.5,Not clearly defined
4227,D21,6,8.6,Not clearly defined
4227,DI,6,9.2,No Criticism
4228,D10,6,8,Not clearly defined
4228,D14,5,7.6,Not clearly defined
4228,D17,6,9,Cooked
4228,D21,6,8.7,Not clearly defined
4228,DI,6,9.2,Cooked
4229,D10,6,7.8,Not clearly defined
4229,D14,5,9.2,Lacks Freshness
4229,D17,6,8,Lacks Freshness
4229,D21,6,8.6,Lacks Freshness
4229,DI,6,9.2,Flat
4230,D10,6,8.3,Lacks Freshness
4230,D14,5,8,Not clearly defined
4230,D17,6,8.4,Not clearly defined
4230,D21,6,9.2,No Criticism
4230,DI,6,9.1,No Criticism
4236,D10,6,7.9,Not clearly defined
4236,D14,6,3.2,"Coagulated, Fruity Fermented"
4236,DI,6,8.3,"Cooked, Milk Carton"
4237,D10,6,7,Rancid
4237,D14,6,3.5,"Coagulated, Rancid"
4237,DI,6,6.7,Cooked
4238,D10,6,7.9,Light Oxidized
4238,D14,6,7.8,"Lacks Freshness, Light Oxidized"
4238,DI,6,6.7,Not clearly defined
4240,D10,6,9.2,No Criticism
4240,D14,6,6.8,"Lacks Freshness, Rancid"
4240,DI,4,9.2,No Criticism
4241,D10,6,9,Lacks Freshness
4241,D14,6,8.3,Not clearly defined
4241,DI,4,9.6,No Criticism
4242,D10,6,8.8,Lacks Freshness
4242,D14,6,6,Lacks Freshness
4242,DI,4,9.4,No Criticism
4243,D10,6,9.3,No Criticism
4243,D14,6,8.7,"Cooked, Lacks Freshness"
4243,DI,4,8.9,Not clearly defined
4249,D10,6,9.1,Lacks Freshness
4249,D14,6,8.1,Lacks Freshness
4249,D17,5,8.4,Lacks Freshness
4249,D21,6,8.1,Lacks Freshness
4249,DI,5,8.6,Not clearly defined
4250,D10,6,9.2,Cooked
4250,D14,6,8.7,Lacks Freshness
4250,D17,5,8.9,Not clearly defined
4250,D21,6,0.8,"Coagulated, Rancid"
4250,DI,5,9.3,No Criticism
4251,D10,6,8.9,Lacks Freshness
4251,D14,6,7.5,Lacks Freshness
4251,D17,5,7.2,Rancid
4251,D21,6,6.9,Not clearly defined
4251,DI,5,9,No Criticism
4256,D14,6,5.5,Cooked
4256,DI,4,8.4,Milk Carton
4258,D10,6,8.8,Cooked
4258,D14,6,7.1,Lacks Freshness
4258,D17,6,8.6,Cooked
4258,D21,6,7.7,Not clearly defined
4258,DI,5,9.5,No Criticism
4259,D10,6,9.1,Lacks Freshness
4259,D14,6,8.9,Lacks Freshness
4259,D17,5,8.7,Lacks Freshness
4259,D21,6,8.5,Lacks Freshness
4259,DI,5,9.4,No Criticism
4260,D10,5,7.8,Lacks Freshness
4260,D14,6,8,"Cooked, Lacks Freshness"
4260,D17,6,7.5,Lacks Freshness
4260,D21,6,5.1,Lacks Freshness
4260,DI,5,8.7,Not clearly defined
4266,D10,6,9.4,No Criticism
4266,D14,6,7.8,Not clearly defined
4266,D17,5,8.4,Not clearly defined
4266,D21,6,8.4,Lacks Freshness
4266,DI,4,7.8,Light Oxidized
4267,D10,6,8.9,Light Oxidized
4267,D14,6,8.6,Lacks Freshness
4267,D17,5,9,No Criticism
4267,D21,6,8.8,"Cooked, Lacks Freshness"
4267,DI,4,8.1,Light Oxidized
4268,D14,6,6,Lacks Freshness
4268,DI,4,7,Cocoa Sedimentation
4269,D14,6,4.7,Not clearly defined
4269,DI,4,9.4,No Criticism
4271,D14,6,2.1,"Rancid, Unclean"
4273,D10,6,8.4,Not clearly defined
4273,D14,6,2.2,"Coagulated, Unclean"
4273,DI,6,8.8,"Cooked, Lacks Freshness"
4274,D10,6,8.7,Lacks Freshness
4274,D14,6,0.6,Coagulated
4274,DI,6,9.1,Lacks Freshness
4275,D10,6,7.8,Lacks Freshness
4275,D14,6,7.6,"Cooked, Lacks Freshness"
4275,DI,6,8.8,Lacks Freshness
4278,D14,5,7.2,Cooked
4278,D17,6,7.2,Lipid Oxidized
4278,D21,6,4.6,"Light Oxidized, Lipid Oxidized"
4278,DI,5,7.2,Not clearly defined
4281,D10,6,3.6,"Fruity Fermented, Rancid"
4281,DI,4,7.3,Cooked
4282,D10,6,7.1,Cooked
4282,D14,6,3,"Coagulated, Unclean"
4282,DI,4,9,Cooked
4284,D10,5,7.4,"Cooked, Lacks Freshness"
4284,D14,5,8.4,Cooked
4284,D17,5,8.1,"Cooked, Lacks Freshness"
4284,D21,5,3.8,"High Acid, Lacks Freshness, Rancid"
4284,DI,5,7.1,"Cooked, Rancid"
4285,D10,5,8.3,"Cooked, Lacks Freshness"
4285,D14,5,8.5,"Cooked, Lacks Freshness"
4285,D17,5,8.2,Lacks Freshness
4285,D21,5,6.7,"Cooked, Lacks Freshness, Rancid"
4285,DI,5,7.3,"Cooked, Rancid"
4286,D10,5,9,No Criticism
4286,D14,5,8.6,Lacks Freshness
4286,D17,5,8.8,Lacks Freshness
4286,D21,5,8.6,Lacks Freshness
4286,DI,5,8.5,"Cooked, Lacks Freshness"
4287,D10,5,8.2,Not clearly defined
4287,D14,5,8.5,Lacks Freshness
4287,D17,5,8.5,Cooked
4287,D21,5,6.2,"Lacks Freshness, Rancid"
4287,DI,5,6.7,"Cooked, Rancid"
4288,D14,4,8.5,Not clearly defined
4288,DI,5,8.8,"Cocoa Sedimentation, Too sweet, Too thin, Weak Chocolate Flavor"
4289,D14,5,3.2,"Fruity Fermented, Unclean"
4289,DI,5,8.2,Cooked
4291,D14,5,7.7,"Lacks Freshness, Milk Carton"
4291,DI,5,8.5,Milk Carton
4294,D10,5,9.4,No Criticism
4294,D14,5,5,Rancid
4294,D17,5,3.3,"Fruity Fermented, Lacks Freshness, Rancid"
4294,DI,5,9.5,No Criticism
4295,D10,5,9,Flat
4295,D14,5,9.3,No Criticism
4295,D17,5,9.3,No Criticism
4295,D21,5,8.9,Not clearly defined
4295,DI,5,9.6,No Criticism
4296,D10,5,9.1,No Criticism
4296,D14,5,8.1,Not clearly defined
4296,D17,5,7.1,Lacks Freshness
4296,D21,5,8.3,Lacks Freshness
4296,DI,5,9.2,No Criticism
4297,D10,5,9.4,No Criticism
4297,D14,5,9.1,Lacks Freshness
4297,D17,5,8.5,Lacks Freshness
4297,D21,5,8.8,Lacks Freshness
4297,DI,5,9.5,No Criticism
4298,D14,5,8.9,Not clearly defined
4298,DI,5,8.5,Cocoa Sedimentation
4299,D14,5,9,No Criticism
4299,DI,5,9.4,No Criticism
4302,D14,5,8.4,Lacks Freshness
4302,DI,5,8.9,Milk Carton
4306,D10,5,8.9,Not clearly defined
4306,D14,5,9.3,No Criticism
4306,D17,5,8.9,Not clearly defined
4306,D21,5,9.2,No Criticism
4306,DI,5,9.5,No Criticism
4307,D10,5,9.1,No Criticism
4307,D14,5,8.9,Flat
4307,D17,5,9,No Criticism
4307,D21,5,9,Cooked
4307,DI,5,9.1,No Criticism
4308,D10,5,9,No Criticism
4308,D14,5,8.7,Lacks Freshness
4308,D17,5,6.9,Lacks Freshness
4308,D21,5,8,Lacks Freshness
4308,DI,5,9.5,No Criticism
4309,D10,5,9,No Criticism
4309,D14,5,8.5,Lacks Freshness
4309,D17,5,8.6,Lacks Freshness
4309,D21,5,8.2,Not clearly defined
4309,DI,5,9.4,No Criticism
4318,D10,4,9,No Criticism
4318,D14,5,9.2,No Criticism
4318,D17,4,8.9,Not clearly defined
4318,D21,5,9.1,No Criticism
4318,DI,5,9.7,No Criticism
4319,D10,4,9.4,No Criticism
4319,D14,5,9.4,No Criticism
4319,D17,4,9.4,No Criticism
4319,D21,5,9,Lacks Freshness
4319,DI,5,9.7,No Criticism
4320,D10,4,6.4,Lacks Freshness
4320,D14,5,8.6,Lacks Freshness
4320,D17,4,8.8,Lacks Freshness
4320,D21,5,8.5,Lacks Freshness
4320,DI,5,9.4,No Criticism
4321,D10,4,9.2,No Criticism
4321,D14,5,9.2,No Criticism
4321,D17,4,9.2,No Criticism
4321,D21,5,9,Lacks Freshness
4321,DI,5,9.4,No Criticism
4325,D10,5,9.4,Cooked
4325,D14,4,6.1,Lacks Freshness
4325,DI,5,8.6,Cooked
4326,D10,5,9.2,Cooked
4326,D14,4,9,Cooked
4326,DI,5,8.6,Cooked
4327,D10,5,8.1,"Cooked, Lacks Freshness"
4327,D14,4,6.8,"Cooked, Other: Cabbage odor"
4327,DI,5,8,Cooked
4329,D10,6,8.2,Cooked
4329,D14,6,9.6,No Criticism
4329,D17,6,9.2,Lacks Freshness
4329,D21,6,8.9,Lacks Freshness
4329,DI,6,9.4,No Criticism
4330,D10,6,9.3,No Criticism
4330,D14,6,9.4,No Criticism
4330,D17,6,9.1,Lacks Freshness
4330,D21,6,9,No Criticism
4330,DI,6,9.6,No Criticism
4331,D10,6,7.9,Light Oxidized
4331,D14,6,6.9,"Lacks Freshness, Malty"
4331,D17,6,9.2,Lacks Freshness
4331,D21,6,6.2,Lacks Freshness
4331,DI,6,9.4,No Criticism
4332,D10,6,5.1,Malty
4332,DI,6,9.5,No Criticism
4339,D10,5,8.6,No Criticism
4339,D14,5,9.2,No Criticism
4339,D17,6,9.4,No Criticism
4339,D21,6,9.1,Lacks Freshness
4339,DI,6,9.4,Cooked
4340,D10,5,9.5,No Criticism
4340,D14,5,9.4,No Criticism
4340,D17,6,9.1,Lacks Freshness
4340,D21,6,8.6,Lacks Freshness
4340,DI,6,9.5,No Criticism
4341,D10,5,7.5,No Criticism
4341,D14,5,8.9,Lacks Freshness
4341,D17,6,9,Lacks Freshness
4341,D21,6,7.9,"Bitter, Lacks Freshness"
4341,DI,6,9.3,Cooked
4342,D10,5,9.4,No Criticism
4342,D14,5,4.6,Fruity Fermented
4342,DI,6,9.5,No Criticism
4353,D10,5,9.1,No Criticism
4353,D14,5,8.9,No Criticism
4353,DI,6,8.6,Cooked
4354,D10,5,9,No Criticism
4354,D14,5,4.4,"Bitter, Coagulated, Lacks Freshness"
4354,DI,6,9.1,Cooked
4355,D10,5,9.3,No Criticism
4355,D14,5,9.1,Lacks Freshness
4355,DI,6,9.1,No Criticism
4358,D10,6,9.5,No Criticism
4358,D14,6,9.3,No Criticism
4358,D17,6,9.5,No Criticism
4358,D21,6,9.4,No Criticism
4358,DI,6,9.7,No Criticism
4359,D10,6,9.4,No Criticism
4359,D14,6,9.5,No Criticism
4359,D17,6,9.3,No Criticism
4359,D21,6,0,"Coagulated, Rancid"
4359,DI,6,8.9,Light Oxidized
4360,D10,6,9,Lacks Freshness
4360,D14,6,9,Lacks Freshness
4360,D17,6,8.7,Lacks Freshness
4360,D21,6,7.4,"Bitter, Lacks Freshness"
4360,DI,6,9.5,No Criticism
4364,D10,5,9.5,No Criticism
4364,D14,6,9.2,No Criticism
4364,D17,6,9.3,No Criticism
4364,DI,5,9.3,No Criticism
4365,D10,5,9.4,No Criticism
4365,D14,6,9.2,No Criticism
4365,D17,6,9.2,Cooked
4365,D21,5,6.9,Lacks Freshness
4365,DI,5,9.5,No Criticism
4366,D10,5,9.1,No Criticism
4366,D14,6,8.8,Lacks Freshness
4366,D17,6,0.4,"Bitter, Coagulated, Unclean"
4366,D21,5,0.4,"Coagulated, Unclean"
4366,DI,5,9.2,No Criticism
4367,D10,5,8.9,Not clearly defined
4367,D14,6,9.3,No Criticism
4367,D17,6,8.9,Not clearly defined
4367,D21,5,8.9,Not clearly defined
4367,DI,5,9.3,No Criticism
4368,D14,6,7.9,Lacks Freshness
4368,DI,6,8.5,"Cocoa Sedimentation, Too light"
4369,D14,6,9.3,No Criticism
4369,DI,6,9.4,No Criticism
4371,D14,6,8.8,Lacks Freshness
4386,D10,6,8.7,"Cooked, Lipid Oxidized"
4386,D14,5,7.1,Not clearly defined
4386,D17,6,6.6,"Lacks Freshness, Lipid Oxidized"
4386,D21,6,7.1,"Lacks Freshness, Lipid Oxidized"
4386,DI,5,8.4,Cooked
4435,D10,6,6.1,"Lacks Freshness, Rancid"
4435,D14,6,0.2,"Coagulated, Rancid, Unclean"
4435,DI,6,8.7,Light Oxidized
4436,D10,6,9.2,No Criticism
4436,D14,6,8.4,Lacks Freshness
4436,D17,6,8,Not clearly defined
4436,D21,6,8.1,Lacks Freshness
4436,DI,6,9.4,No Criticism
4437,D10,6,8.1,Lacks Freshness
4437,D14,6,8.9,Not clearly defined
4437,D17,6,8.8,Lacks Freshness
4437,D21,6,5.8,Lacks Freshness
4437,DI,6,9.2,No Criticism
4438,D10,6,8.9,Not clearly defined
4438,D14,6,0.5,"Coagulated, Rancid, Unclean"
4438,DI,6,8.6,Not clearly defined
4444,D10,6,9.1,No Criticism
4444,D14,6,8.8,Cooked
4444,DI,6,8.7,Lacks Freshness
4445,D10,6,8.6,"Cooked, Lacks Freshness"
4445,D14,6,2.5,"Fruity Fermented, High Acid"
4445,DI,6,7.6,"Cooked, Malty"
4446,D10,6,4.6,"Lacks Freshness, Unclean"
4446,DI,6,8,"Cooked, Lacks Freshness"
4453,D10,5,8,Not clearly defined
4453,D14,6,8.5,Cooked
4453,D17,6,8.5,Cooked
4453,D21,6,8.8,"Cooked, Lacks Freshness"
4453,DI,6,8.8,Cooked
4455,D10,5,7.3,"Cooked, Lipid Oxidized"
4455,D14,6,7.6,"Light Oxidized, Lipid Oxidized"
4455,D17,6,6.8,"Lacks Freshness, Lipid Oxidized"
4455,D21,6,6.6,"Light Oxidized, Lipid Oxidized"
4455,DI,6,7,"Light Oxidized, Lipid Oxidized"
4457,D10,5,6,Rancid
4457,D14,6,5.9,"Lacks Freshness, Rancid"
4457,DI,6,8.3,Not clearly defined
4459,D10,6,9.5,No Criticism
4459,D14,6,0.1,"Coagulated, High Acid"
4459,DI,4,9.3,No Criticism
4460,D10,6,7.9,"Cooked, Rancid"
4460,D14,6,1.7,"Coagulated, Fruity Fermented, Rancid"
4460,DI,4,9.6,No Criticism
4461,D10,6,7.9,Milk Carton
4461,D14,6,7.3,"Lacks Freshness, Milk Carton"
4461,D17,5,7.2,Not clearly defined
4461,D21,4,0,"Coagulated, High Acid"
4461,DI,4,8.7,Light Oxidized
4462,D10,6,9.5,No Criticism
4462,D14,6,9.2,Lacks Freshness
4462,D17,5,5.1,High Acid
4462,DI,4,8.8,No Criticism
4463,D14,6,8.6,Not clearly defined
4463,DI,6,8.1,"Cocoa Sedimentation, Too light, Too sweet, Weak Chocolate Flavor"
4464,D14,6,9,No Criticism
4464,DI,6,9,Milk Carton
4469,D14,6,8.2,Milk Carton
4469,DI,6,8.5,"Light Oxidized, Milk Carton"
4471,D14,6,8.8,Milk Carton
4471,DI,6,9.1,No Criticism
4476,D10,6,9.4,No Criticism
4476,D14,6,8.6,Lacks Freshness
4476,D17,4,9.4,No Criticism
4476,D21,5,8.1,No Criticism
4476,DI,4,9,No Criticism
4477,D10,6,9.4,No Criticism
4477,D14,6,8.1,Not clearly defined
4477,D17,4,9.4,No Criticism
4477,D21,5,9.3,No Criticism
4477,DI,4,7.7,Light Oxidized
4478,D10,6,9,No Criticism
4478,D14,6,9.4,No Criticism
4478,D17,4,8.8,No Criticism
4478,D21,5,8.7,Lacks Freshness
4478,DI,4,9.5,No Criticism
4479,D10,6,9.2,No Criticism
4479,D14,6,8.5,Lacks Freshness
4479,D17,4,9.2,No Criticism
4479,D21,5,8.7,No Criticism
4479,DI,4,8.3,Not clearly defined
4480,D14,6,7.9,Other: Band-aid
4480,DI,5,8.1,"Cocoa Sedimentation, Too sweet, Weak Chocolate Aroma, Weak Chocolate Flavor"
4483,D14,6,8.6,Not clearly defined
4483,DI,6,9.5,No Criticism
4485,D14,6,9.3,No Criticism
4485,DI,6,8.2,Light Oxidized
4486,D14,6,7.2,Lacks Freshness
4486,DI,6,6.6,Light Oxidized
4488,D10,6,9.4,No Criticism
4488,D14,6,8.6,Not clearly defined
4488,D17,4,8.9,No Criticism
4488,D21,5,7.9,"Lacks Freshness, Rancid"
4488,DI,4,9.8,No Criticism
4489,D10,6,9.6,No Criticism
4489,D14,6,4.2,Other: Skunk odor
4489,DI,4,9.5,No Criticism
4490,D10,6,9.4,No Criticism
4490,D14,6,9.3,No Criticism
4490,D17,5,2.5,Other: Skunk odor
4490,DI,4,9.4,No Criticism
4494,D10,6,6.4,Lacks Freshness
4494,D14,6,0.1,"Coagulated, Other: Pink color"
4494,DI,4,8.8,Cooked
4495,D10,6,9.4,No Criticism
4495,D14,6,0,"Coagulated, Other: Pink color, Unclean"
4495,DI,4,9.1,Cooked
4498,D10,6,9.5,No Criticism
4498,D14,6,8.8,Lacks Freshness
4498,D17,5,9.4,No Criticism
4498,D21,4,9.1,No Criticism
4498,DI,4,9.4,No Criticism
4499,D10,6,9.7,No Criticism
4499,D14,6,9.3,No Criticism
4499,D17,5,9.1,No Criticism
4499,D21,4,0,"Coagulated, Rancid"
4499,DI,4,9.4,No Criticism
4500,D10,6,9,Milk Carton
4500,D14,6,9,Milk Carton
4500,D17,5,7.3,Milk Carton
4500,D21,4,7,Lacks Freshness
4500,DI,4,9.2,Milk Carton
4501,D10,6,9.5,No Criticism
4501,D14,6,8.8,Not clearly defined
4501,D17,5,8.8,"Lacks Freshness, Milk Carton"
4501,D21,4,8.7,No Criticism
4501,DI,4,9.4,No Criticism
4504,D14,6,3.3,"Bitter, Coagulated"
4504,DI,4,9.6,No Criticism
4506,D14,6,4.7,Bitter
4506,DI,4,9.1,No Criticism
4508,D10,5,9.3,No Criticism
4508,D14,6,7.8,"Bitter, Cooked"
4508,D17,6,0.9,"Bitter, Coagulated"
4508,DI,5,9.1,Cooked
4509,D10,5,9.5,Cooked
4509,D14,6,8.9,Cooked
4509,D17,6,9.2,No Criticism
4509,D21,6,6.7,Fruity Fermented
4509,DI,5,9.4,Cooked
4510,D10,5,9.3,Cooked
4510,D14,6,9.2,Cooked
4510,D17,6,7.6,Cooked
4510,D21,6,4.8,"Lacks Freshness, Unclean"
4510,DI,5,9.3,No Criticism
4511,D10,5,9.5,Cooked
4511,D14,6,9.2,Cooked
4511,D17,6,9.2,Cooked
4511,D21,6,8.7,Cooked
4511,DI,5,9.4,Cooked
4513,D14,6,8.8,Milk Carton
4513,DI,5,9.2,No Criticism
4516,D10,5,9.7,No Criticism
4516,D14,4,9.6,Cooked
4516,D17,6,9.5,Cooked
4516,D21,6,8.4,Cooked
4516,DI,5,9.3,No Criticism
4517,D10,5,9.7,No Criticism
4517,D14,4,9.4,Cooked
4517,D17,6,8.8,Cooked
4517,D21,6,9.4,No Criticism
4517,DI,5,9.6,No Criticism
4518,D10,5,9.2,No Criticism
4518,D14,4,9.1,Lacks Freshness
4518,D17,6,8.7,Lacks Freshness
4518,D21,6,8.7,Lacks Freshness
4518,DI,5,9.1,No Criticism
4519,D10,5,9.6,No Criticism
4519,D14,4,9.5,Cooked
4519,D17,6,9.4,No Criticism
4519,D21,6,9.3,Cooked
4519,DI,5,9.5,No Criticism
4523,D10,5,6.8,Not clearly defined
4523,D14,6,1.2,"Bitter, Coagulated"
4523,DI,5,9,Cooked
4524,D10,5,9.4,No Criticism
4524,D14,6,0.6,Coagulated
4524,DI,5,9.7,No Criticism
4525,D10,5,8.3,Flat
4525,D14,6,1.4,"Bitter, Coagulated, Unclean"
4525,DI,5,8.4,Flat
4528,D10,5,9.4,No Criticism
4528,D14,6,9.1,"Cooked, Lacks Freshness"
4528,D17,6,9,Cooked
4528,D21,6,9,Cooked
4528,DI,5,9.2,Cooked
4529,D10,5,8.3,Not clearly defined
4529,D14,6,6.9,"Bitter, Fruity Fermented"
4529,D17,6,6.9,Lacks Freshness
4529,D21,6,4,"Fruity Fermented, Lacks Freshness, Unclean"
4529,DI,5,9.1,Cooked
4530,D10,5,9.1,Cooked
4530,D14,6,2.2,"Bitter, Coagulated, Unclean"
4530,DI,5,8.8,Cooked
4535,D10,5,9.4,No Criticism
4535,D14,6,9.5,No Criticism
4535,D17,6,9.2,No Criticism
4535,D21,6,9.2,No Criticism
4535,DI,5,8.4,No Criticism
4536,D10,5,9.6,No Criticism
4536,D14,6,8.9,Not clearly defined
4536,D17,6,8.8,Not clearly defined
4536,D21,6,7.5,Light Oxidized
4536,DI,5,9.1,No Criticism
4537,D10,5,8.1,Not clearly defined
4537,D14,6,7.7,"Fruity Fermented, Lacks Freshness, Milk Carton"
4537,D17,6,7.3,"Lacks Freshness, Light Oxidized, Milk Carton"
4537,D21,6,0,Coagulated
4537,DI,5,8.1,No Criticism
4541,D10,6,9,Cooked
4541,D14,6,9.2,Cooked
4541,D17,6,8.1,No Criticism
4541,D21,6,5,Not clearly defined
4541,DI,6,8.2,Cooked
4544,D10,6,6.4,Lipid Oxidized
4544,D14,6,6.8,Lipid Oxidized
4544,D17,6,5.2,Lipid Oxidized
4544,DI,6,7,Lipid Oxidized
4547,D10,6,9.6,No Criticism
4547,D14,6,9.6,No Criticism
4547,D17,6,9.4,No Criticism
4547,D21,6,7.1,Not clearly defined
4547,DI,6,9.7,No Criticism
4548,D10,6,9.3,No Criticism
4548,D14,6,7.6,Not clearly defined
4548,D17,6,1.7,"Bitter, Coagulated"
4548,DI,6,9.6,No Criticism
4549,D10,6,8.8,No Criticism
4549,D14,6,9.1,No Criticism
4549,D17,6,9,No Criticism
4549,D21,6,8.9,Lacks Freshness
4549,DI,6,9.4,No Criticism
4550,D10,6,9.4,No Criticism
4550,D14,6,9.5,No Criticism
4550,D17,6,9.3,No Criticism
4550,D21,6,9.5,No Criticism
4550,DI,6,9.5,No Criticism
4556,D10,6,9.5,No Criticism
4556,D14,6,9.6,No Criticism
4556,D17,6,9.4,No Criticism
4556,D21,6,9.4,No Criticism
4556,DI,6,9.4,No Criticism
4557,D10,6,9.2,No Criticism
4557,D14,6,9.6,No Criticism
4557,D17,6,9,No Criticism
4557,D21,6,9.3,No Criticism
4557,DI,6,9.4,No Criticism
4558,D10,6,9.1,No Criticism
4558,D14,6,9.2,No Criticism
4558,D17,6,8.2,Not clearly defined
4558,D21,6,1.4,"Foreign, Chemical, Other: Bleach odor, Unclean"
4558,DI,6,9,No Criticism
4559,D10,6,9.4,Cooked
4559,D14,6,9.4,Cooked
4559,D17,6,9.3,Cooked
4559,D21,6,9.2,Cooked
4559,DI,6,9.6,No Criticism
4567,D10,6,8.6,Not clearly defined
4567,D14,6,8.1,Not clearly defined
4567,D17,6,9.3,No Criticism
4567,D21,6,8.5,Not clearly defined
4567,DI,6,9,Light Oxidized
4568,D10,6,7.9,Light Oxidized
4568,D14,6,8.4,Not clearly defined
4568,D17,6,9.4,No Criticism
4568,D21,6,8.5,Not clearly defined
4568,DI,6,8.4,Light Oxidized
4569,D10,6,8.7,Light Oxidized
4569,D14,6,7.2,Not clearly defined
4569,D17,6,9.2,No Criticism
4569,D21,6,9.1,No Criticism
4569,DI,6,8.8,Light Oxidized
4570,D10,6,9,Lacks Freshness
4570,D14,6,9.2,No Criticism
4570,D17,6,9.4,No Criticism
4570,D21,6,9.2,No Criticism
4570,DI,6,9.3,No Criticism
4571,D14,6,8.4,Not clearly defined
4571,DI,6,7.6,"Atypical Chocolate Flavor, Cocoa Sedimentation, Weak Chocolate Flavor"
4572,D14,6,8.1,Not clearly defined
4572,DI,6,8.5,Light Oxidized
4575,D14,6,7.3,Lacks Freshness
4575,DI,6,8.1,Light Oxidized
4576,D14,6,7.2,"Fruity Fermented, Lacks Freshness"
4576,DI,6,8.7,Milk Carton
4578,D14,6,8.7,Lacks Freshness
4578,DI,6,8.7,Not clearly defined
4580,D10,5,9.1,No Criticism
4580,D14,6,9.2,No Criticism
4580,D17,6,6.2,"Lacks Freshness, Rancid"
4580,D21,5,4.6,"High Acid, Lacks Freshness"
4580,DI,5,9.6,No Criticism
4581,D10,5,9.2,No Criticism
4581,D14,6,9.2,No Criticism
4581,D17,6,8.4,Not clearly defined
4581,D21,5,8.7,Not clearly defined
4581,DI,5,9.5,No Criticism
4582,D10,5,7.8,Lacks Freshness
4582,D14,6,8.8,Not clearly defined
4582,D17,6,8.4,Not clearly defined
4582,D21,5,8.2,Lacks Freshness
4582,DI,5,9.1,No Criticism
4583,D10,5,8.6,Not clearly defined
4583,D14,6,9.1,No Criticism
4583,D17,6,9.4,No Criticism
4583,D21,5,9.1,No Criticism
4583,DI,5,9.4,No Criticism
4595,D10,6,9.4,No Criticism
4595,D14,6,5,"Bitter, Coagulated, Lacks Freshness"
4595,DI,6,9.6,No Criticism
4596,D10,6,9.4,No Criticism
4596,D14,6,9.4,No Criticism
